snapshot_month,account_id,client_id,advisor_id,beginning_assets,net_flows,market_change,ending_assets
2025-11-01,19,14,10,36493.69,-814.49,1401.05,37080.25
2025-12-01,19,14,10,37080.25,299.31,1167.61,38547.17
2025-04-01,20,14,10,39570.11,1519.89,-1324.80,39765.21
2025-05-01,20,14,10,39765.21,-393.84,-916.13,38455.24
2025-06-01,20,14,10,38455.24,1569.58,527.24,40552.06
2025-07-01,20,14,10,40552.06,187.67,1098.71,41838.44
2025-08-01,20,14,10,41838.44,-349.99,-1056.51,40431.94
2025-09-01,20,14,10,40431.94,-335.96,651.61,40747.59
2025-10-01,20,14,10,40747.59,757.77,-1221.43,40283.93
2025-11-01,20,14,10,40283.93,1352.26,200.87,41837.06
2025-12-01,20,14,10,41837.06,523.96,650.83,43011.85
2024-03-01,21,15,9,443384.13,13468.97,15901.19,472754.28
2024-04-01,21,15,9,472754.28,-1374.91,-4819.22,466560.15
2024-05-01,21,15,9,466560.15,1341.68,14105.27,482007.10
2024-06-01,21,15,9,482007.10,3922.57,-15458.13,470471.54
2024-07-01,21,15,9,470471.54,9542.59,-5697.94,474316.19
2024-08-01,21,15,9,474316.19,16766.93,-14787.13,476295.99
2024-09-01,21,15,9,476295.99,9955.16,-6259.80,479991.35
2024-10-01,21,15,9,479991.35,14857.64,-21.07,494827.92
2024-11-01,21,15,9,494827.92,1485.24,88.54,496401.70
2024-12-01,21,15,9,496401.70,20825.79,-3910.19,513317.30
2025-01-01,21,15,9,513317.30,-6120.18,10453.95,517651.07
2025-02-01,21,15,9,517651.07,369.75,14899.69,532920.52
2025-03-01,21,15,9,532920.52,-3373.15,-15130.19,514417.18
2025-04-01,21,15,9,514417.18,2425.46,-283.66,516558.98
2025-05-01,21,15,9,516558.98,23067.91,-10622.25,529004.64
2025-06-01,21,15,9,529004.64,-2346.85,-14173.18,512484.61
2025-07-01,21,15,9,512484.61,-1048.34,-5816.09,505620.18
2025-08-01,21,15,9,505620.18,3141.98,11332.48,520094.63
2025-09-01,21,15,9,520094.63,-6935.39,266.64,513425.88
2025-10-01,21,15,9,513425.88,3234.11,11883.32,528543.31
2025-11-01,21,15,9,528543.31,20514.09,7499.04,556556.43
2025-12-01,21,15,9,556556.43,3030.91,8992.59,568579.93
2024-03-01,22,15,9,412414.30,178.07,11996.17,424588.55
2024-04-01,22,15,9,424588.55,9578.18,17502.88,451669.61
2024-05-01,22,15,9,451669.61,-6777.50,6145.34,451037.45
2024-06-01,22,15,9,451037.45,13392.13,-14530.66,449898.92
2024-07-01,22,15,9,449898.92,-9130.10,12273.80,453042.62
2024-08-01,22,15,9,453042.62,291.30,-1980.54,451353.38
2024-09-01,22,15,9,451353.38,6638.11,6051.56,464043.05
2024-10-01,22,15,9,464043.05,10456.91,18982.09,493482.04
2024-11-01,22,15,9,493482.04,513.68,12853.61,506849.33
2024-12-01,22,15,9,506849.33,7691.20,3728.78,518269.32
2025-01-01,22,15,9,518269.32,1483.49,8792.37,528545.17
2025-02-01,22,15,9,528545.17,-3978.46,-13702.06,510864.65
2025-03-01,22,15,9,510864.65,13536.50,2515.25,526916.40
2025-04-01,22,15,9,526916.40,1100.79,5234.29,533251.48
2025-05-01,22,15,9,533251.48,-3559.79,-7559.81,522131.88
2025-06-01,22,15,9,522131.88,3257.64,23344.10,548733.63
2025-07-01,22,15,9,548733.63,-2748.95,21026.55,567011.23
2025-08-01,22,15,9,567011.23,5320.84,-14282.45,558049.62
2025-09-01,22,15,9,558049.62,19363.12,649.24,578061.98
2025-10-01,22,15,9,578061.98,21912.90,351.98,600326.86
2025-11-01,22,15,9,600326.86,-11318.95,11739.00,600746.91
2025-12-01,22,15,9,600746.91,20537.43,-5666.83,615617.50
2024-05-01,23,16,23,18179.07,817.54,409.20,19405.82
2024-06-01,23,16,23,19405.82,228.96,514.90,20149.68
2024-07-01,23,16,23,20149.68,657.56,-586.35,20220.88
2024-08-01,23,16,23,20220.88,870.84,331.36,21423.09
2024-09-01,23,16,23,21423.09,139.21,415.79,21978.09
2024-10-01,23,16,23,21978.09,-19.43,774.44,22733.10
2024-11-01,23,16,23,22733.10,673.32,367.90,23774.32
2024-12-01,23,16,23,23774.32,-291.53,1005.68,24488.47
2025-01-01,23,16,23,24488.47,129.38,927.06,25544.91
2025-02-01,23,16,23,25544.91,-539.54,-640.34,24365.04
2025-03-01,23,16,23,24365.04,-348.15,-531.83,23485.06
2025-04-01,23,16,23,23485.06,-56.69,510.72,23939.09
2025-05-01,23,16,23,23939.09,-18.63,964.08,24884.54
2025-06-01,23,16,23,24884.54,936.77,813.09,26634.41
2025-07-01,23,16,23,26634.41,-198.63,420.95,26856.73
2025-08-01,23,16,23,26856.73,364.15,-671.05,26549.82
2025-09-01,23,16,23,26549.82,-100.95,203.86,26652.73
2025-10-01,23,16,23,26652.73,271.33,-573.28,26350.78
2025-11-01,23,16,23,26350.78,1078.08,-597.23,26831.63
2025-12-01,23,16,23,26831.63,566.45,607.75,28005.83
2024-05-01,24,16,23,19883.88,651.53,-650.80,19884.60
2024-06-01,24,16,23,19884.60,-433.84,324.44,19775.21
2024-07-01,24,16,23,19775.21,304.02,337.97,20417.20
2024-08-01,24,16,23,20417.20,585.71,-34.16,20968.75
2024-09-01,24,16,23,20968.75,413.70,101.55,21484.00
2024-10-01,24,16,23,21484.00,406.08,-254.08,21636.01
2024-11-01,24,16,23,21636.01,907.97,78.66,22622.63
2024-12-01,24,16,23,22622.63,708.73,447.91,23779.27
2025-01-01,24,16,23,23779.27,-99.39,-693.45,22986.42
2025-02-01,24,16,23,22986.42,-478.26,3.87,22512.04
2025-03-01,24,16,23,22512.04,200.30,-420.48,22291.86
2025-04-01,24,16,23,22291.86,389.35,-222.77,22458.44
2025-05-01,24,16,23,22458.44,567.87,533.07,23559.39
2025-06-01,24,16,23,23559.39,830.57,1013.76,25403.72
2025-07-01,24,16,23,25403.72,-402.56,-136.08,24865.08
2025-08-01,24,16,23,24865.08,355.96,-235.49,24985.55
2025-09-01,24,16,23,24985.55,191.22,-339.86,24836.90
2025-10-01,24,16,23,24836.90,-189.89,-676.93,23970.08
2025-11-01,24,16,23,23970.08,-112.30,-102.30,23755.47
2025-12-01,24,16,23,23755.47,429.41,-359.62,23825.26
2025-08-01,25,17,10,825468.57,11596.37,-4747.67,832317.27
2025-09-01,25,17,10,832317.27,-12402.60,10984.12,830898.79
2025-10-01,25,17,10,830898.79,2573.37,-26405.64,807066.53
2025-11-01,25,17,10,807066.53,-17978.23,17825.96,806914.25
2025-12-01,25,17,10,806914.25,25238.35,5282.56,837435.16
2024-09-01,26,18,4,224644.18,2974.09,4283.85,231902.12
2024-10-01,26,18,4,231902.12,8287.21,4512.74,244702.07
2024-11-01,26,18,4,244702.07,7648.33,-3389.37,248961.02
2024-12-01,26,18,4,248961.02,2213.91,10353.54,261528.48
2025-01-01,26,18,4,261528.48,-1430.44,-2908.21,257189.82
2025-02-01,26,18,4,257189.82,10520.09,11208.54,278918.45
2025-03-01,26,18,4,278918.45,8083.67,5966.64,292968.77
2025-04-01,26,18,4,292968.77,6831.09,1207.10,301006.96
2025-05-01,26,18,4,301006.96,2584.52,2961.61,306553.09
2025-06-01,26,18,4,306553.09,12389.03,6968.92,325911.04
2025-07-01,26,18,4,325911.04,-1582.21,3545.31,327874.13
2025-08-01,26,18,4,327874.13,4270.02,12020.14,344164.29
2025-09-01,26,18,4,344164.29,900.77,-2543.11,342521.96
2025-10-01,26,18,4,342521.96,9972.36,-7974.57,344519.75
2025-11-01,26,18,4,344519.75,-7598.50,14271.76,351193.01
2025-12-01,26,18,4,351193.01,-6837.00,13668.70,358024.71
2024-03-01,27,19,10,988785.18,40430.72,6152.67,1035368.57
2024-04-01,27,19,10,1035368.57,-11314.88,19196.22,1043249.91
2024-05-01,27,19,10,1043249.91,-4241.14,-24778.28,1014230.49
2024-06-01,27,19,10,1014230.49,5732.55,-15371.91,1004591.13
2024-07-01,27,19,10,1004591.13,1260.73,-16232.48,989619.37
2024-08-01,27,19,10,989619.37,35391.72,40893.83,1065904.93
2024-09-01,27,19,10,1065904.93,4408.81,24335.25,1094648.98
2024-10-01,27,19,10,1094648.98,-17732.76,18931.59,1095847.81
2024-11-01,27,19,10,1095847.81,34512.41,-32908.37,1097451.86
2024-12-01,27,19,10,1097451.86,-9574.46,-11474.40,1076403.00
2025-01-01,27,19,10,1076403.00,12248.57,5599.06,1094250.62
2025-02-01,27,19,10,1094250.62,49961.61,23290.65,1167502.88
2025-03-01,27,19,10,1167502.88,5567.19,-29895.94,1143174.12
2025-04-01,27,19,10,1143174.12,53876.80,-13028.75,1184022.17
2025-05-01,27,19,10,1184022.17,30812.73,-20684.53,1194150.38
2025-06-01,27,19,10,1194150.38,-9135.47,-27161.14,1157853.77
2025-07-01,27,19,10,1157853.77,40920.22,15583.69,1214357.68
2025-08-01,27,19,10,1214357.68,14704.89,10854.85,1239917.43
2025-09-01,27,19,10,1239917.43,19786.56,9921.09,1269625.08
2025-10-01,27,19,10,1269625.08,37436.94,-22252.81,1284809.21
2025-11-01,27,19,10,1284809.21,414.45,32607.38,1317831.05
2025-12-01,27,19,10,1317831.05,58141.99,-37492.79,1338480.25
2024-11-01,28,20,8,60378.14,-917.17,2685.54,62146.50
2024-12-01,28,20,8,62146.50,-535.00,2380.94,63992.45
2025-01-01,28,20,8,63992.45,980.86,716.59,65689.89
2025-02-01,28,20,8,65689.89,1910.11,2001.61,69601.61
2025-03-01,28,20,8,69601.61,-585.82,2443.06,71458.86
2025-04-01,28,20,8,71458.86,3144.10,478.78,75081.73
2025-05-01,28,20,8,75081.73,296.51,-975.14,74403.11
2025-06-01,28,20,8,74403.11,1039.43,917.64,76360.18
2025-07-01,28,20,8,76360.18,2020.86,-1602.75,76778.29
2025-08-01,28,20,8,76778.29,1728.47,726.94,79233.70
2025-09-01,28,20,8,79233.70,-1720.81,-590.04,76922.86
2025-10-01,28,20,8,76922.86,1540.93,-346.74,78117.05
2025-11-01,28,20,8,78117.05,914.94,1617.39,80649.37
2025-12-01,28,20,8,80649.37,288.57,-887.86,80050.09
2024-11-01,29,20,8,64220.47,-522.26,-1089.98,62608.24
2024-12-01,29,20,8,62608.24,2193.03,-1468.28,63332.99
2025-01-01,29,20,8,63332.99,469.41,-1924.70,61877.71
2025-02-01,29,20,8,61877.71,240.54,-103.92,62014.34
2025-03-01,29,20,8,62014.34,750.34,-243.50,62521.18
2025-04-01,29,20,8,62521.18,-447.05,-536.37,61537.76
2025-05-01,29,20,8,61537.76,-1197.84,60.49,60400.42
2025-06-01,29,20,8,60400.42,58.92,474.19,60933.53
2025-07-01,29,20,8,60933.53,2014.37,-1881.45,61066.44
2025-08-01,29,20,8,61066.44,85.60,818.14,61970.19
2025-09-01,29,20,8,61970.19,-1377.70,-1808.12,58784.37
2025-10-01,29,20,8,58784.37,1841.45,705.81,61331.62
2025-11-01,29,20,8,61331.62,1349.39,-1081.81,61599.20
2025-12-01,29,20,8,61599.20,-639.26,2313.83,63273.77
2025-03-01,30,21,1,39342.53,460.58,-618.56,39184.55
2025-04-01,30,21,1,39184.55,720.39,-580.19,39324.76
2025-05-01,30,21,1,39324.76,-7.44,1124.49,40441.81
2025-06-01,30,21,1,40441.81,-787.35,1688.20,41342.66
2025-07-01,30,21,1,41342.66,294.77,-642.60,40994.82
2025-08-01,30,21,1,40994.82,975.94,-451.03,41519.74
2025-09-01,30,21,1,41519.74,1368.67,-1185.42,41702.99
2025-10-01,30,21,1,41702.99,1852.33,708.60,44263.92
2025-11-01,30,21,1,44263.92,-1008.42,-114.10,43141.40
2025-12-01,30,21,1,43141.40,60.48,132.89,43334.77
2025-04-01,31,21,1,38037.07,-730.77,1241.01,38547.32
2025-05-01,31,21,1,38547.32,776.48,-327.59,38996.21
2025-06-01,31,21,1,38996.21,1692.94,1673.22,42362.37
2025-07-01,31,21,1,42362.37,1594.32,1632.31,45589.01
2025-08-01,31,21,1,45589.01,-406.49,1691.44,46873.95
2025-09-01,31,21,1,46873.95,1099.67,484.80,48458.43
2025-10-01,31,21,1,48458.43,-291.88,1886.62,50053.17
2025-11-01,31,21,1,50053.17,1146.72,-629.18,50570.71
2025-12-01,31,21,1,50570.71,658.03,892.51,52121.25
2024-05-01,32,22,12,2011085.93,19306.42,55729.65,2086122.00
2024-06-01,32,22,12,2086122.00,-12935.24,-7990.35,2065196.40
2024-07-01,32,22,12,2065196.40,17035.84,-57161.26,2025070.98
2024-08-01,32,22,12,2025070.98,99243.09,1172.25,2125486.32
2024-09-01,32,22,12,2125486.32,77142.94,-57008.70,2145620.56
2024-10-01,32,22,12,2145620.56,-23364.08,-1119.24,2121137.24
2024-11-01,32,22,12,2121137.24,46641.59,12716.79,2180495.62
2024-12-01,32,22,12,2180495.62,-21302.34,-60684.27,2098509.01
2025-01-01,32,22,12,2098509.01,45737.81,26764.31,2171011.13
2025-02-01,32,22,12,2171011.13,82304.57,74025.95,2327341.66
2025-03-01,32,22,12,2327341.66,-37554.35,-4410.76,2285376.54
2025-04-01,32,22,12,2285376.54,85797.23,52535.11,2423708.89
2025-05-01,32,22,12,2423708.89,53727.71,107657.31,2585093.91
2025-06-01,32,22,12,2585093.91,-20.74,17290.05,2602363.21
2025-07-01,32,22,12,2602363.21,80600.70,-55794.30,2627169.61
2025-08-01,32,22,12,2627169.61,4792.82,-35538.92,2596423.51
2025-09-01,32,22,12,2596423.51,-17615.60,-56143.52,2522664.38
2025-10-01,32,22,12,2522664.38,5845.85,-27799.31,2500710.92
2025-11-01,32,22,12,2500710.92,94493.52,-15279.36,2579925.09
2025-12-01,32,22,12,2579925.09,126662.87,58491.95,2765079.90
2025-12-01,33,23,20,86124.47,114.02,2611.26,88849.75
2025-11-01,34,23,20,76191.61,1253.80,659.08,78104.49
2025-12-01,34,23,20,78104.49,1774.53,703.56,80582.58
2024-09-01,35,24,21,92674.96,-59.80,3025.04,95640.20
2024-10-01,35,24,21,95640.20,1742.12,2878.68,100261.00
2024-11-01,35,24,21,100261.00,2448.29,-1123.37,101585.93
2024-12-01,35,24,21,101585.93,1829.96,-2866.74,100549.15
2025-01-01,35,24,21,100549.15,-1570.95,-2571.15,96407.06
